TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREQ,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,FCEVAPIN,FCEVAPOUT,FREEZERTP1,FREEZERMID2,FREEZERBTM3,FREEZER4,FREEZER5,CABTP1,CABMID2,CABBTM3,MEATPAN,AMBLEFTTOP,AMBLEFT,AMBLEFTBOT,AMBRIGHTTOP,AMBRIGHT,AMBRIGHTBOT,SUCTIONLINE,DISCHARGE,CONDIN,CONDOUT,HLOUT,DOME,HLIN,HUMIDITY,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34
Test Time,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Frequency,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,FC Evaporator Inlet,FC Evaporator Outlet,Freezer Top 1,Freezer Mid 2,Freezer Bottom 3,Freezer 4,Freezer 5,Cabinet Top 1,Cabinet Middle 2,Cabinet Bottom 3,Meat Pan,Ambient Left Top,Ambient Left Middle,Ambient Left Bot,Ambient Right Top,Ambient Right Middle,Ambient Right Bot,Suction Line,Discharge,Condensor Inlet,Condenser Outlet,Heat Loop Outlet,Compressor Dome,Heat Loop inlet,Humidity,W Status,W Control,W RC Temp,W FC Temp,W FC Evap Temp,W Pantry Temp,W Ambient Temp,W Ambient RH,W FC Heater State,W FC Fan,W Condenser Fan,W RC Damper State,W VCC Hz,W Pantry Damper State,W Fill Tube Heater,W Water Valve State,W FC Door,W RC Door,W Cold Request FC,W Cold Request RC,W Cold Request Pantry,W Defrost Trace,W PI_Output,W PI_Proportional_Output,W PI_Integral_Output,W PI_Kp,W PI_Ki,W RC_CutIN,W RC_CutOUT,W FC_CutIN,W FC_CutOUT,W Pantry_CutIN,W Pantry_CutOUT,W Dispensing Heater
10:50:13,2,0.49,114.9,12.70,7.21,0.96242,60.00,0.74,41.73,90.07,-999.00,-999.00,0,-10.70,-11.52,-0.76,1.26,0.32,1.07,1.80,40.00,41.73,43.47,46.10,91.43,90.03,89.35,91.15,90.12,89.45,99.38,149.16,104.82,105.09,101.36,128.75,137.78,29.9,1,2,33.98,0.66,-11.56,46.58,87.12,38.48,0,80.00,80.00,2.00,73.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
10:51:03,2,0.49,114.9,12.80,7.22,0.96345,60.00,0.75,41.74,90.08,-999.00,-999.00,0,-10.60,-11.55,-0.76,1.28,0.33,1.09,1.83,40.02,41.76,43.46,46.11,91.45,90.04,89.37,91.16,90.13,89.46,99.40,149.09,104.83,105.08,101.36,128.76,137.78,29.9,1,2,33.98,0.66,-11.69,46.58,87.11,38.48,0,80.00,80.00,2.00,73.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
10:51:47,2,0.49,115.0,12.70,7.24,0.96443,60.00,0.75,41.74,90.07,-999.00,-999.00,0,-10.71,-11.56,-0.75,1.26,0.32,1.09,1.85,40.03,41.75,43.45,46.11,91.45,90.02,89.38,91.14,90.13,89.46,99.40,149.15,104.82,105.11,101.47,128.74,137.81,29.9,1,2,34.00,0.64,-11.56,46.58,87.12,38.48,0,80.00,80.00,2.00,73.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
10:52:43,2,0.49,115.0,12.80,7.23,0.96546,60.00,0.75,41.75,90.10,-999.00,-999.00,0,-10.54,-11.51,-0.75,1.29,0.33,1.09,1.83,40.02,41.76,43.47,46.11,91.45,90.05,89.38,91.15,90.13,89.47,99.44,149.15,104.83,105.09,101.34,128.73,137.73,30.0,1,2,34.00,0.66,-11.68,46.58,87.10,38.48,0,80.00,80.00,2.00,73.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
10:53:33,2,0.49,114.9,12.80,7.23,0.96644,60.00,0.75,41.74,90.09,-999.00,-999.00,0,-10.65,-11.49,-0.77,1.25,0.32,1.08,1.81,40.00,41.74,43.46,46.09,91.44,90.04,89.36,91.13,90.12,89.48,99.42,149.19,104.82,105.08,101.38,128.74,137.73,30.0,1,2,34.00,0.66,-11.56,46.58,87.08,38.48,0,80.00,80.00,2.00,73.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
10:54:19,2,0.49,115.0,12.80,7.25,0.96743,60.00,0.75,41.72,90.07,-999.00,-999.00,0,-10.52,-11.44,-0.76,1.27,0.33,1.06,1.82,40.00,41.71,43.44,46.09,91.46,90.04,89.36,91.15,90.12,89.47,99.40,149.16,104.80,105.07,101.29,128.73,137.71,30.0,1,2,33.98,0.68,-11.58,46.58,87.08,38.48,0,80.00,80.00,2.00,73.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
10:55:13,2,0.49,115.0,12.80,7.22,0.96846,60.00,0.75,41.72,90.08,-999.00,-999.00,0,-10.68,-11.54,-0.76,1.26,0.31,1.10,1.83,39.98,41.73,43.45,46.09,91.45,90.03,89.37,91.15,90.13,89.48,99.32,149.19,104.78,105.05,101.40,128.73,137.76,30.1,1,2,33.98,0.62,-11.56,46.58,87.04,38.48,0,80.00,80.00,2.00,72.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
10:56:03,2,0.49,114.9,12.80,7.23,0.96944,60.00,0.75,41.73,90.08,-999.00,-999.00,0,-10.58,-11.42,-0.76,1.26,0.32,1.11,1.81,39.98,41.75,43.45,46.08,91.45,90.04,89.38,91.14,90.14,89.48,99.34,149.12,104.79,105.05,101.27,128.73,137.69,30.1,1,2,33.98,0.66,-11.56,46.58,87.08,38.48,0,80.00,80.00,2.00,73.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
10:56:51,2,0.49,115.0,12.70,7.25,0.97047,60.00,0.73,41.72,90.07,-999.00,-999.00,0,-10.62,-11.57,-0.79,1.27,0.31,1.08,1.79,39.99,41.74,43.44,46.06,91.46,90.03,89.37,91.15,90.12,89.47,99.33,149.12,104.78,105.05,101.40,128.72,137.73,30.2,1,2,33.98,0.64,-11.51,46.58,87.08,38.48,0,80.00,80.00,2.00,73.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
10:57:41,2,0.49,115.0,12.80,7.25,0.97145,60.00,0.75,41.72,90.07,-999.00,-999.00,0,-10.51,-11.40,-0.75,1.25,0.32,1.10,1.81,39.99,41.72,43.44,46.06,91.46,90.02,89.38,91.15,90.11,89.46,99.40,149.11,104.79,105.05,101.28,128.69,137.68,30.2,1,2,33.98,0.63,-11.56,46.58,87.08,38.48,0,80.00,80.00,2.00,73.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
10:58:33,2,0.49,115.0,12.70,7.22,0.97249,60.00,0.75,41.71,90.06,-999.00,-999.00,0,-10.63,-11.46,-0.74,1.28,0.32,1.09,1.81,39.97,41.72,43.44,46.04,91.46,90.00,89.36,91.13,90.11,89.45,99.39,149.06,104.76,105.02,101.36,128.70,137.69,30.2,1,2,33.98,0.68,-11.54,46.58,87.16,38.48,0,80.00,80.00,2.00,73.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
10:59:23,2,0.49,114.9,12.80,7.27,0.97347,60.00,0.76,41.72,90.07,-999.00,-999.00,0,-10.51,-11.43,-0.74,1.29,0.33,1.09,1.83,39.98,41.73,43.44,46.04,91.45,90.02,89.37,91.14,90.12,89.48,99.35,149.05,104.78,105.07,101.25,128.71,137.69,30.1,1,2,34.00,0.68,-11.52,46.58,87.08,38.48,0,80.00,80.00,2.00,73.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:00:11,2,0.49,114.9,12.60,7.13,0.97450,60.00,0.76,41.71,90.08,-999.00,-999.00,0,-10.67,-11.46,-0.74,1.27,0.32,1.08,1.83,39.99,41.72,43.43,46.06,91.45,90.03,89.36,91.15,90.14,89.47,99.32,149.12,104.80,105.08,101.38,128.71,137.76,30.1,1,2,34.05,0.64,-11.52,46.58,87.10,38.48,0,80.00,80.00,2.00,73.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:00:58,2,0.49,115.0,12.80,7.27,0.97548,60.00,0.75,41.70,90.06,-999.00,-999.00,0,-10.57,-11.27,-0.76,1.26,0.32,1.10,1.82,39.96,41.71,43.41,46.07,91.45,90.02,89.36,91.15,90.10,89.46,99.38,149.05,104.82,105.08,101.34,128.71,137.69,30.2,1,2,33.98,0.64,-11.42,46.58,87.14,38.48,0,80.00,80.00,2.00,73.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:01:48,2,0.49,115.0,12.70,7.20,0.97647,60.00,0.75,41.70,90.08,-999.00,-999.00,0,-10.64,-11.46,-0.74,1.26,0.33,1.10,1.82,39.98,41.72,43.42,46.05,91.45,90.03,89.37,91.14,90.14,89.45,99.38,149.09,104.79,105.08,101.36,128.71,137.72,30.3,1,2,33.98,0.65,-11.41,46.58,87.23,38.48,0,80.00,80.00,2.00,73.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:02:40,2,0.49,115.0,12.70,7.20,0.97748,60.00,0.75,41.70,90.07,-999.00,-999.00,0,-10.47,-11.44,-0.73,1.25,0.31,1.10,1.81,39.97,41.72,43.41,46.03,91.44,90.01,89.37,91.14,90.12,89.48,99.43,149.06,104.78,105.04,101.29,128.70,137.62,30.3,1,2,33.98,0.68,-11.58,46.58,87.08,38.48,0,80.00,80.00,2.00,73.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:03:29,2,0.49,114.9,12.80,7.23,0.97847,60.00,0.74,41.69,90.04,-999.00,-999.00,0,-10.63,-11.52,-0.74,1.26,0.31,1.07,1.81,39.97,41.71,43.40,46.02,91.44,89.99,89.36,91.13,90.11,89.46,99.40,149.16,104.78,105.03,101.36,128.70,137.68,30.3,1,2,33.98,0.62,-11.54,46.58,87.10,38.48,0,80.00,80.00,2.00,73.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:04:23,2,0.49,115.0,12.70,7.18,0.97950,60.00,0.73,41.68,90.06,-999.00,-999.00,0,-10.51,-11.36,-0.76,1.25,0.30,1.08,1.79,39.94,41.69,43.39,46.01,91.44,90.00,89.36,91.13,90.11,89.46,99.38,149.05,104.75,105.01,101.20,128.66,137.66,30.3,1,2,33.98,0.66,-11.56,46.58,87.08,38.48,0,80.00,80.00,2.00,73.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:05:09,2,0.49,115.0,12.70,7.16,0.98053,60.00,0.73,41.68,90.05,-999.00,-999.00,0,-10.64,-11.43,-0.75,1.25,0.30,1.06,1.79,39.94,41.70,43.38,46.01,91.43,89.99,89.35,91.13,90.09,89.46,99.35,149.02,104.73,105.00,101.27,128.65,137.69,30.3,1,2,33.98,0.66,-11.49,46.58,87.08,38.48,0,80.00,80.00,2.00,73.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:06:04,2,0.49,114.9,12.80,7.28,0.98151,60.00,0.73,41.67,90.06,-999.00,-999.00,0,-10.51,-11.44,-0.76,1.26,0.32,1.05,1.80,39.93,41.69,43.40,46.00,91.43,90.00,89.36,91.13,90.11,89.46,99.33,148.97,104.74,105.02,101.25,128.66,137.67,30.3,1,2,33.98,0.63,-11.56,46.58,87.08,38.48,0,80.00,80.00,2.00,73.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:06:51,2,0.49,115.0,12.60,7.23,0.98249,60.00,0.74,41.67,90.06,-999.00,-999.00,0,-10.61,-11.43,-0.76,1.27,0.30,1.06,1.81,39.94,41.69,43.37,46.02,91.44,89.99,89.37,91.13,90.11,89.46,99.32,149.04,104.75,105.02,101.34,128.66,137.67,30.3,1,2,33.98,0.58,-11.46,46.58,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:07:37,2,0.49,114.9,12.70,7.24,0.98351,60.00,0.73,41.67,90.06,-999.00,-999.00,0,-10.50,-11.40,-0.75,1.25,0.30,1.06,1.82,39.93,41.69,43.39,45.98,91.44,90.00,89.37,91.13,90.11,89.46,99.36,148.96,104.73,105.00,101.25,128.63,137.58,30.3,1,2,33.98,0.59,-11.54,46.58,87.10,38.48,0,80.00,80.00,2.00,73.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:08:28,2,0.49,114.9,12.60,7.13,0.98450,60.00,0.73,41.67,90.07,-999.00,-999.00,0,-10.67,-11.46,-0.77,1.26,0.30,1.05,1.83,39.93,41.68,43.38,45.99,91.44,90.00,89.36,91.12,90.12,89.45,99.36,149.09,104.74,105.01,101.36,128.65,137.64,30.3,1,2,33.98,0.59,-11.45,46.58,87.17,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:09:18,2,0.49,115.0,12.70,7.15,0.98552,60.00,0.74,41.65,90.05,-999.00,-999.00,0,-10.52,-11.31,-0.76,1.27,0.29,1.07,1.81,39.91,41.69,43.35,45.99,91.44,89.99,89.34,91.13,90.11,89.46,99.39,148.97,104.74,105.01,101.25,128.63,137.63,30.4,1,2,33.98,0.59,-11.45,46.58,87.17,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:10:13,2,0.49,115.0,12.70,7.20,0.98651,60.00,0.74,41.66,90.04,-999.00,-999.00,0,-10.71,-11.39,-0.75,1.27,0.29,1.07,1.79,39.93,41.67,43.37,45.99,91.43,89.98,89.36,91.13,90.11,89.45,99.36,149.09,104.75,105.02,101.37,128.61,137.68,30.4,1,2,33.98,0.58,-11.38,46.58,87.26,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:11:01,2,0.49,115.0,12.60,7.18,0.98748,60.00,0.74,41.66,90.06,-999.00,-999.00,0,-10.53,-11.29,-0.74,1.28,0.29,1.06,1.82,39.92,41.66,43.38,45.99,91.43,90.00,89.37,91.12,90.10,89.45,99.35,148.98,104.72,104.98,101.27,128.61,137.62,30.3,1,2,33.98,0.57,-11.46,46.58,87.24,38.48,0,80.00,80.00,2.00,73.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:11:53,2,0.49,114.9,12.60,7.14,0.98851,60.00,0.74,41.64,90.05,-999.00,-999.00,0,-10.71,-11.39,-0.74,1.27,0.29,1.07,1.81,39.91,41.65,43.36,45.98,91.42,89.99,89.36,91.13,90.11,89.46,99.29,149.01,104.71,104.97,101.33,128.61,137.64,30.3,1,2,33.96,0.59,-11.38,46.58,87.12,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:12:41,2,0.49,114.9,12.70,7.28,0.98949,60.00,0.73,41.63,90.04,-999.00,-999.00,0,-10.59,-11.15,-0.74,1.26,0.29,1.07,1.82,39.90,41.64,43.36,45.96,91.41,89.97,89.35,91.13,90.10,89.46,99.29,149.00,104.71,104.97,101.18,128.61,137.56,30.3,1,2,33.96,0.59,-11.36,46.58,87.13,38.48,0,80.00,80.00,2.00,73.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:13:28,2,0.49,115.0,12.60,7.17,0.99052,60.00,0.74,41.63,90.04,-999.00,-999.00,0,-10.71,-11.41,-0.74,1.27,0.28,1.04,1.83,39.89,41.64,43.36,45.95,91.42,89.98,89.36,91.13,90.11,89.45,99.25,149.05,104.70,104.96,101.32,128.61,137.65,30.3,1,2,33.98,0.63,-11.34,46.58,87.10,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:14:22,2,0.49,115.0,12.70,7.25,0.99150,60.00,0.74,41.64,90.04,-999.00,-999.00,0,-10.56,-11.23,-0.75,1.26,0.32,1.09,1.82,39.91,41.64,43.38,45.95,91.44,89.99,89.36,91.12,90.11,89.45,99.27,148.95,104.74,105.01,101.24,128.60,137.60,30.4,1,2,33.96,0.61,-11.40,46.58,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:15:09,2,0.49,114.9,12.80,7.15,0.99253,60.00,0.74,41.64,90.04,-999.00,-999.00,0,-10.63,-11.40,-0.74,1.27,0.30,1.09,1.80,39.90,41.65,43.37,45.96,91.43,89.98,89.37,91.12,90.11,89.45,99.28,148.98,104.76,105.04,101.35,128.59,137.66,30.4,1,2,33.98,0.59,-11.34,46.58,87.08,38.48,0,80.00,80.00,2.00,73.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:16:03,2,0.49,114.9,12.80,7.28,0.99351,60.00,0.74,41.64,90.04,-999.00,-999.00,0,-10.55,-11.38,-0.72,1.25,0.28,1.05,1.80,39.90,41.65,43.36,45.95,91.43,89.96,89.36,91.11,90.08,89.43,99.33,148.95,104.77,105.03,101.26,128.61,137.62,30.4,1,2,33.98,0.61,-11.46,46.58,87.08,38.48,0,80.00,80.00,2.00,73.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:16:53,2,0.49,114.9,12.60,7.12,0.99450,60.00,0.74,41.63,90.04,-999.00,-999.00,0,-10.71,-11.48,-0.72,1.26,0.30,1.07,1.79,39.89,41.65,43.36,45.95,91.42,89.99,89.35,91.11,90.10,89.43,99.32,149.04,104.78,105.03,101.44,128.62,137.67,30.4,1,2,33.98,0.59,-11.43,46.58,87.08,38.48,0,80.00,80.00,2.00,73.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:17:38,2,0.49,114.9,12.80,7.27,0.99552,60.00,0.74,41.62,90.04,-999.00,-999.00,0,-10.56,-11.11,-0.70,1.26,0.30,1.08,1.79,39.91,41.63,43.34,45.94,91.42,89.98,89.35,91.11,90.11,89.42,99.34,148.89,104.75,105.01,101.27,128.60,137.54,30.5,1,2,33.98,0.63,-11.36,46.58,87.12,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:18:29,2,0.49,114.9,12.60,7.15,0.99650,60.00,0.74,41.63,90.05,-999.00,-999.00,0,-10.63,-11.44,-0.72,1.27,0.28,1.06,1.80,39.90,41.63,43.34,45.95,91.41,90.00,89.34,91.12,90.11,89.42,99.34,149.02,104.77,105.01,101.35,128.62,137.64,30.5,1,2,33.98,0.61,-11.38,46.58,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:19:19,2,0.49,114.9,12.80,7.23,0.99753,60.00,0.75,41.62,90.05,-999.00,-999.00,0,-10.55,-11.34,-0.70,1.27,0.29,1.08,1.80,39.90,41.63,43.33,45.94,91.42,89.98,89.35,91.11,90.11,89.43,99.37,148.90,104.74,105.01,101.26,128.62,137.56,30.5,1,2,33.98,0.60,-11.48,46.58,87.18,38.48,0,80.00,80.00,2.00,73.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:20:13,2,0.49,115.0,12.70,7.19,0.99851,60.00,0.75,41.62,90.04,-999.00,-999.00,0,-10.59,-11.47,-0.69,1.26,0.31,1.08,1.79,39.88,41.63,43.36,45.93,91.43,89.99,89.34,91.11,90.11,89.43,99.36,149.01,104.72,105.00,101.33,128.58,137.59,30.4,1,2,33.98,0.59,-11.47,46.58,87.15,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:20:58,2,0.49,115.0,12.70,7.19,0.99954,60.00,0.74,41.61,90.04,-999.00,-999.00,0,-10.51,-11.39,-0.71,1.25,0.30,1.07,1.81,39.87,41.62,43.32,45.92,91.42,89.99,89.36,91.12,90.10,89.43,99.38,148.86,104.71,104.97,101.21,128.58,137.54,30.4,1,2,33.98,0.60,-11.49,46.58,87.23,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:21:51,2,0.49,115.0,12.70,7.22,1.00052,60.00,0.73,41.61,90.04,-999.00,-999.00,0,-10.65,-11.45,-0.72,1.24,0.28,1.06,1.79,39.87,41.61,43.34,45.91,91.43,89.99,89.34,91.14,90.10,89.42,99.33,149.01,104.72,105.01,101.38,128.59,137.62,30.4,1,2,33.96,0.58,-11.44,46.58,87.24,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:22:42,2,0.49,114.9,12.70,7.18,1.00150,60.00,0.74,41.60,90.04,-999.00,-999.00,0,-10.56,-11.23,-0.72,1.25,0.29,1.06,1.80,39.84,41.62,43.33,45.91,91.43,89.98,89.36,91.12,90.09,89.42,99.34,148.90,104.73,105.01,101.25,128.58,137.53,30.5,1,2,33.98,0.63,-11.42,46.58,87.08,38.48,0,80.00,80.00,2.00,73.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:23:30,2,0.49,114.9,12.70,7.16,1.00253,60.00,0.74,41.60,90.05,-999.00,-999.00,0,-10.56,-11.57,-0.72,1.25,0.30,1.06,1.79,39.85,41.62,43.33,45.92,91.42,90.00,89.35,91.13,90.10,89.42,99.30,148.99,104.73,105.04,101.36,128.55,137.63,30.5,1,2,33.98,0.62,-11.44,46.58,87.08,38.48,0,80.00,80.00,2.00,73.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:24:18,2,0.49,115.0,12.80,7.16,1.00351,60.00,0.74,41.60,90.04,-999.00,-999.00,0,-10.53,-11.34,-0.71,1.25,0.30,1.07,1.79,39.86,41.62,43.30,45.91,91.43,89.97,89.35,91.13,90.11,89.42,99.36,148.97,104.76,105.02,101.29,128.55,137.58,30.5,1,2,33.98,0.64,-11.40,46.58,87.08,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.80,4.80,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:25:09,2,0.49,115.0,12.60,7.22,1.00454,60.00,0.74,41.60,90.04,-999.00,-999.00,0,-10.76,-11.51,-0.73,1.26,0.30,1.05,1.80,39.85,41.64,43.31,45.90,91.42,89.96,89.35,91.12,90.11,89.41,99.38,149.01,104.81,105.08,101.45,128.52,137.67,30.4,1,2,33.94,0.64,-11.43,46.58,87.08,38.55,0,80.00,80.00,2.00,73.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:26:03,2,0.49,115.0,12.70,7.20,1.00552,60.00,0.74,41.59,90.04,-999.00,-999.00,0,-10.61,-11.28,-0.71,1.26,0.29,1.05,1.79,39.84,41.62,43.30,45.89,91.43,89.98,89.35,91.12,90.10,89.43,99.41,149.01,104.84,105.09,101.36,128.57,137.56,30.4,1,2,33.95,0.61,-11.43,46.55,87.08,38.51,0,80.00,80.00,2.00,73.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
11:26:51,2,0.49,114.9,12.60,7.14,1.00650,60.00,0.74,41.59,90.03,-999.00,-999.00,0,-10.68,-11.48,-0.71,1.26,0.31,1.07,1.80,39.86,41.60,43.31,45.87,91.44,89.96,89.36,91.13,90.09,89.45,99.32,149.06,104.83,105.09,101.48,128.61,137.67,30.4,1,2,33.96,0.58,-11.44,46.56,87.16,38.48,0,80.00,80.00,2.00,72.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,4.90,4.90,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
