TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREQ,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,FCEVAPIN,FCEVAPOUT,FREEZERTP1,FREEZERMID2,FREEZERBTM3,FREEZER4,FREEZER5,CABTP1,CABMID2,CABBTM3,MEATPAN,AMBLEFTTOP,AMBLEFT,AMBLEFTBOT,AMBRIGHTTOP,AMBRIGHT,AMBRIGHTBOT,SUCTIONLINE,DISCHARGE,CONDIN,CONDOUT,HLOUT,DOME,HLIN,HUMIDITY,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34
Test Time,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Frequency,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,FC Evaporator Inlet,FC Evaporator Outlet,Freezer Top 1,Freezer Mid 2,Freezer Bottom 3,Freezer 4,Freezer 5,Cabinet Top 1,Cabinet Middle 2,Cabinet Bottom 3,Meat Pan,Ambient Left Top,Ambient Left Middle,Ambient Left Bot,Ambient Right Top,Ambient Right Middle,Ambient Right Bot,Suction Line,Discharge,Condensor Inlet,Condenser Outlet,Heat Loop Outlet,Compressor Dome,Heat Loop inlet,Humidity,W Status,W Control,W RC Temp,W FC Temp,W FC Evap Temp,W Pantry Temp,W Ambient Temp,W Ambient RH,W FC Heater State,W FC Fan,W Condenser Fan,W RC Damper State,W VCC Hz,W Pantry Damper State,W Fill Tube Heater,W Water Valve State,W FC Door,W RC Door,W Cold Request FC,W Cold Request RC,W Cold Request Pantry,W Defrost Trace,W PI_Output,W PI_Proportional_Output,W PI_Integral_Output,W PI_Kp,W PI_Ki,W RC_CutIN,W RC_CutOUT,W FC_CutIN,W FC_CutOUT,W Pantry_CutIN,W Pantry_CutOUT,W Dispensing Heater
6:11:48,2,0.50,115.0,13.10,7.43,0.62300,60.00,0.85,44.15,90.06,-999.00,-999.00,0,-10.48,-11.47,-0.73,1.38,0.43,1.22,1.95,42.10,44.21,46.14,49.60,91.50,90.01,89.37,91.18,90.11,89.56,99.71,150.68,105.39,105.67,101.78,129.96,139.34,29.7,1,2,35.60,0.86,-11.56,49.91,87.26,38.37,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:12:43,2,0.50,114.9,13.10,7.45,0.62402,60.00,0.84,44.11,90.05,-999.00,-999.00,0,-10.57,-11.52,-0.76,1.36,0.42,1.22,1.97,42.03,44.19,46.09,49.56,91.48,89.99,89.36,91.17,90.10,89.55,99.68,150.69,105.36,105.63,101.84,129.95,139.36,29.7,1,2,35.60,0.86,-11.49,49.85,87.36,38.41,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:13:32,2,0.49,115.0,13.10,7.44,0.62503,60.00,0.84,44.10,90.04,-999.00,-999.00,0,-10.46,-11.53,-0.74,1.35,0.41,1.21,1.97,42.04,44.19,46.08,49.53,91.48,89.98,89.35,91.17,90.09,89.53,99.68,150.71,105.32,105.59,101.72,129.93,139.39,29.7,1,2,35.60,0.86,-11.56,49.84,87.44,38.42,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:14:23,2,0.49,114.9,13.00,7.41,0.62609,60.00,0.84,44.09,90.05,-999.00,-999.00,0,-10.55,-11.56,-0.75,1.36,0.43,1.20,1.94,42.01,44.13,46.05,49.52,91.47,89.97,89.34,91.17,90.12,89.52,99.65,150.67,105.29,105.57,101.78,129.94,139.31,29.8,1,2,35.60,0.86,-11.56,49.82,87.31,38.39,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:15:13,2,0.49,114.9,13.10,7.45,0.62710,60.00,0.84,44.06,90.04,-999.00,-999.00,0,-10.45,-11.32,-0.76,1.37,0.42,1.21,1.95,42.01,44.12,46.04,49.50,91.45,89.99,89.34,91.17,90.10,89.53,99.64,150.60,105.25,105.53,101.67,129.91,139.25,29.8,1,2,35.53,0.86,-11.56,49.82,87.44,38.46,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:15:58,2,0.49,114.9,13.00,7.43,0.62812,60.00,0.83,44.05,90.04,-999.00,-999.00,0,-10.60,-11.53,-0.75,1.34,0.41,1.19,1.96,41.99,44.12,46.05,49.48,91.47,89.98,89.34,91.17,90.10,89.53,99.62,150.66,105.24,105.54,101.76,129.92,139.29,29.8,1,2,35.53,0.86,-11.52,49.82,87.42,38.43,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:16:53,2,0.50,114.9,13.10,7.46,0.62918,60.00,0.83,44.04,90.04,-999.00,-999.00,0,-10.52,-11.41,-0.77,1.34,0.41,1.19,1.96,41.98,44.12,46.03,49.47,91.47,89.98,89.34,91.16,90.09,89.51,99.63,150.60,105.26,105.54,101.68,129.91,139.23,29.8,1,2,35.60,0.86,-11.56,49.82,87.30,38.46,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:17:43,2,0.49,115.0,13.00,7.40,0.63020,60.00,0.84,44.04,90.05,-999.00,-999.00,0,-10.65,-11.53,-0.76,1.34,0.43,1.22,1.95,41.97,44.09,46.03,49.45,91.48,89.98,89.35,91.18,90.12,89.52,99.61,150.63,105.26,105.53,101.79,129.90,139.29,29.8,1,2,35.60,0.86,-11.51,49.82,87.30,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:18:26,2,0.49,115.0,13.10,7.43,0.63125,60.00,0.84,44.02,90.06,-999.00,-999.00,0,-10.50,-11.36,-0.77,1.36,0.42,1.22,1.96,41.97,44.10,46.01,49.43,91.47,90.00,89.34,91.17,90.12,89.52,99.64,150.58,105.28,105.54,101.66,129.88,139.21,30.0,1,2,35.60,0.86,-11.48,49.79,87.26,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:19:23,2,0.49,115.0,13.00,7.40,0.63227,60.00,0.84,44.02,90.05,-999.00,-999.00,0,-10.65,-11.51,-0.74,1.36,0.43,1.20,1.95,41.95,44.10,46.01,49.42,91.47,89.99,89.34,91.16,90.11,89.52,99.61,150.68,105.29,105.56,101.80,129.89,139.24,30.0,1,2,35.60,0.86,-11.43,49.80,87.26,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:20:13,2,0.50,114.9,13.10,7.46,0.63333,60.00,0.85,44.01,90.04,-999.00,-999.00,0,-10.54,-11.22,-0.74,1.38,0.44,1.21,1.97,41.95,44.08,45.99,49.38,91.47,89.99,89.35,91.19,90.10,89.51,99.62,150.57,105.25,105.55,101.65,129.87,139.16,29.9,1,2,35.60,0.86,-11.52,49.69,87.26,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:21:03,2,0.49,114.9,13.00,7.41,0.63435,60.00,0.85,44.00,90.04,-999.00,-999.00,0,-10.59,-11.49,-0.76,1.36,0.42,1.24,1.96,41.94,44.07,45.97,49.38,91.48,89.98,89.35,91.17,90.11,89.52,99.57,150.64,105.27,105.54,101.76,129.89,139.23,29.9,1,2,35.60,0.86,-11.49,49.71,87.26,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:21:53,2,0.49,114.9,13.10,7.45,0.63541,60.00,0.85,43.99,90.05,-999.00,-999.00,0,-10.49,-11.41,-0.76,1.38,0.44,1.23,1.94,41.92,44.07,45.98,49.38,91.47,90.00,89.37,91.15,90.10,89.52,99.61,150.51,105.29,105.57,101.69,129.89,139.19,30.0,1,2,35.58,0.86,-11.54,49.71,87.15,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:22:43,2,0.49,114.9,13.00,7.39,0.63642,60.00,0.84,43.98,90.04,-999.00,-999.00,0,-10.56,-11.57,-0.75,1.36,0.42,1.23,1.96,41.93,44.05,45.96,49.35,91.47,89.98,89.35,91.17,90.10,89.51,99.58,150.60,105.27,105.55,101.79,129.86,139.27,30.0,1,2,35.60,0.86,-11.56,49.64,87.28,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:23:33,2,0.50,115.0,13.10,7.45,0.63743,60.00,0.85,43.97,90.04,-999.00,-999.00,0,-10.50,-11.41,-0.76,1.37,0.45,1.23,1.96,41.92,44.05,45.94,49.35,91.48,89.98,89.35,91.16,90.11,89.52,99.59,150.52,105.27,105.55,101.69,129.86,139.23,30.0,1,2,35.56,0.86,-11.56,49.64,87.26,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:24:23,2,0.50,114.9,13.00,7.42,0.63849,60.00,0.86,43.96,90.05,-999.00,-999.00,0,-10.54,-11.56,-0.75,1.39,0.45,1.22,1.99,41.89,44.02,45.93,49.33,91.47,90.00,89.36,91.16,90.10,89.51,99.56,150.56,105.23,105.53,101.69,129.84,139.25,30.0,1,2,35.60,0.86,-11.56,49.64,87.26,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:25:13,2,0.50,114.9,13.10,7.46,0.63951,60.00,0.86,43.93,90.07,-999.00,-999.00,0,-10.68,-11.44,-0.74,1.40,0.43,1.23,1.98,41.88,44.02,45.90,49.30,91.48,90.03,89.34,91.17,90.11,89.49,99.56,150.51,105.24,105.52,101.67,129.84,139.15,30.1,1,2,35.60,0.86,-11.56,49.64,87.26,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:26:03,2,0.49,115.0,13.00,7.39,0.64056,60.00,0.86,43.93,90.06,-999.00,-999.00,0,-10.57,-11.48,-0.75,1.37,0.43,1.23,1.98,41.87,44.01,45.90,49.31,91.47,90.00,89.36,91.17,90.10,89.50,99.56,150.50,105.23,105.49,101.70,129.82,139.20,30.1,1,2,35.60,0.86,-11.56,49.64,87.26,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:26:47,2,0.50,114.9,13.10,7.44,0.64158,60.00,0.85,43.93,90.05,-999.00,-999.00,0,-10.71,-11.42,-0.75,1.37,0.45,1.23,1.97,41.88,44.01,45.90,49.29,91.47,90.00,89.37,91.17,90.09,89.50,99.55,150.49,105.19,105.45,101.60,129.83,139.13,30.2,1,2,35.49,0.86,-11.36,49.64,87.37,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:27:43,2,0.49,114.9,13.00,7.39,0.64264,60.00,0.86,43.92,90.05,-999.00,-999.00,0,-10.55,-11.47,-0.75,1.37,0.45,1.24,1.97,41.86,44.01,45.89,49.27,91.48,89.99,89.37,91.16,90.10,89.50,99.52,150.55,105.22,105.49,101.73,129.81,139.19,30.2,1,2,35.47,0.86,-11.56,49.61,87.36,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:28:33,2,0.50,114.9,13.10,7.44,0.64365,60.00,0.86,43.92,90.06,-999.00,-999.00,0,-10.61,-11.41,-0.74,1.38,0.46,1.23,1.97,41.87,43.98,45.90,49.26,91.48,90.00,89.37,91.15,90.11,89.51,99.55,150.55,105.22,105.50,101.69,129.81,139.19,30.2,1,2,35.51,0.86,-11.38,49.57,87.28,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:29:19,2,0.50,114.9,13.10,7.39,0.64466,60.00,0.87,43.91,90.04,-999.00,-999.00,0,-10.47,-11.50,-0.75,1.37,0.47,1.24,2.00,41.86,43.95,45.89,49.24,91.48,89.99,89.36,91.16,90.09,89.50,99.57,150.51,105.25,105.53,101.72,129.81,139.19,30.1,1,2,35.53,0.86,-11.58,49.53,87.29,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:30:13,2,0.50,114.9,13.10,7.45,0.64573,60.00,0.86,43.89,90.05,-999.00,-999.00,0,-10.65,-11.49,-0.73,1.38,0.48,1.23,1.99,41.83,43.96,45.87,49.24,91.47,90.00,89.36,91.17,90.10,89.49,99.62,150.59,105.24,105.51,101.68,129.80,139.14,30.1,1,2,35.42,0.86,-11.56,49.50,87.22,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:31:03,2,0.49,115.0,13.00,7.39,0.64674,60.00,0.87,43.88,90.05,-999.00,-999.00,0,-10.50,-11.45,-0.73,1.39,0.47,1.24,1.98,41.84,43.95,45.86,49.22,91.49,90.00,89.36,91.16,90.10,89.52,99.64,150.48,105.26,105.54,101.74,129.78,139.12,30.2,1,2,35.42,0.86,-11.61,49.46,87.17,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:31:53,2,0.50,114.9,13.10,7.44,0.64780,60.00,0.87,43.88,90.04,-999.00,-999.00,0,-10.62,-11.41,-0.71,1.40,0.48,1.23,1.97,41.84,43.94,45.87,49.20,91.49,89.99,89.35,91.16,90.11,89.49,99.58,150.55,105.25,105.53,101.75,129.80,139.21,30.3,1,2,35.42,0.86,-11.45,49.46,87.39,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:32:43,2,0.50,115.0,13.00,7.42,0.64881,60.00,0.87,43.87,90.04,-999.00,-999.00,0,-10.56,-11.45,-0.73,1.38,0.47,1.24,1.98,41.83,43.94,45.83,49.19,91.48,89.99,89.36,91.16,90.10,89.50,99.55,150.50,105.26,105.54,101.73,129.82,139.21,30.3,1,2,35.42,0.86,-11.59,49.46,87.26,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:33:30,2,0.49,115.0,13.00,7.44,0.64987,60.00,0.87,43.86,90.06,-999.00,-999.00,0,-10.62,-11.40,-0.72,1.39,0.46,1.23,1.97,41.82,43.93,45.84,49.17,91.49,90.00,89.36,91.17,90.11,89.50,99.57,150.50,105.26,105.54,101.77,129.82,139.18,30.3,1,2,35.42,0.86,-11.42,49.46,87.26,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:34:23,2,0.49,114.9,13.10,7.43,0.65087,60.00,0.88,43.84,90.06,-999.00,-999.00,0,-10.49,-11.45,-0.72,1.39,0.47,1.26,2.01,41.79,43.90,45.82,49.15,91.50,90.01,89.36,91.16,90.13,89.50,99.60,150.50,105.26,105.54,101.69,129.81,139.14,30.4,1,2,35.42,0.86,-11.58,49.46,87.26,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:35:13,2,0.49,114.9,13.10,7.42,0.65194,60.00,0.88,43.83,90.06,-999.00,-999.00,0,-10.69,-11.40,-0.71,1.38,0.49,1.25,1.98,41.78,43.90,45.81,49.15,91.50,90.01,89.38,91.16,90.13,89.51,99.60,150.61,105.26,105.54,101.80,129.78,139.14,30.4,1,2,35.40,0.86,-11.49,49.46,87.26,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:36:03,2,0.49,115.0,13.10,7.43,0.65295,60.00,0.87,43.83,90.07,-999.00,-999.00,0,-10.47,-11.40,-0.73,1.38,0.48,1.24,2.00,41.78,43.90,45.78,49.13,91.50,90.02,89.37,91.17,90.12,89.50,99.64,150.47,105.30,105.60,101.75,129.81,139.11,30.3,1,2,35.40,0.84,-11.50,49.46,87.22,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:36:53,2,0.49,114.9,13.10,7.43,0.65402,60.00,0.88,43.81,90.07,-999.00,-999.00,0,-10.73,-11.44,-0.69,1.40,0.48,1.25,2.00,41.77,43.89,45.77,49.11,91.51,90.01,89.38,91.17,90.13,89.52,99.63,150.49,105.30,105.60,101.82,129.82,139.14,30.3,1,2,35.42,0.86,-11.40,49.46,87.30,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:37:43,2,0.49,114.9,13.00,7.41,0.65502,60.00,0.88,43.80,90.06,-999.00,-999.00,0,-10.60,-11.35,-0.71,1.40,0.47,1.24,1.99,41.76,43.88,45.78,49.09,91.50,90.01,89.37,91.16,90.12,89.52,99.61,150.46,105.28,105.57,101.76,129.78,139.08,30.3,1,2,35.42,0.86,-11.58,49.42,87.26,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:38:33,2,0.49,115.0,13.10,7.42,0.65604,60.00,0.87,43.80,90.07,-999.00,-999.00,0,-10.71,-11.33,-0.73,1.39,0.45,1.23,1.99,41.74,43.86,45.75,49.11,91.51,90.01,89.38,91.17,90.12,89.52,99.59,150.56,105.28,105.55,101.77,129.79,139.08,30.3,1,2,35.42,0.86,-11.33,49.39,87.23,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:39:23,2,0.49,115.0,13.00,7.41,0.65709,60.00,0.87,43.78,90.07,-999.00,-999.00,0,-10.51,-11.39,-0.74,1.40,0.44,1.22,2.00,41.74,43.83,45.76,49.08,91.51,90.01,89.38,91.17,90.12,89.51,99.61,150.57,105.30,105.60,101.79,129.79,139.15,30.4,1,2,35.42,0.86,-11.56,49.28,87.26,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:40:07,2,0.49,115.0,13.10,7.46,0.65811,60.00,0.87,43.78,90.07,-999.00,-999.00,0,-10.66,-11.32,-0.73,1.39,0.45,1.24,1.99,41.75,43.84,45.74,49.06,91.51,90.02,89.38,91.17,90.12,89.50,99.60,150.59,105.29,105.58,101.81,129.77,139.13,30.4,1,2,35.42,0.86,-11.38,49.28,87.26,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:41:03,2,0.49,115.0,13.00,7.42,0.65916,60.00,0.87,43.76,90.07,-999.00,-999.00,0,-10.59,-11.41,-0.72,1.38,0.46,1.25,1.98,41.72,43.81,45.72,49.04,91.50,90.01,89.38,91.16,90.13,89.50,99.59,150.49,105.33,105.63,101.87,129.77,139.10,30.3,1,2,35.40,0.86,-11.56,49.28,87.26,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:41:51,2,0.49,114.9,13.00,7.41,0.66018,60.00,0.87,43.75,90.07,-999.00,-999.00,0,-10.68,-11.43,-0.73,1.38,0.47,1.25,1.99,41.72,43.81,45.71,49.02,91.51,90.01,89.38,91.18,90.13,89.54,99.62,150.60,105.37,105.66,101.93,129.80,139.15,30.3,1,2,35.42,0.86,-11.40,49.28,87.15,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:42:38,2,0.50,114.9,13.10,7.42,0.66124,60.00,0.88,43.73,90.08,-999.00,-999.00,0,-10.50,-11.52,-0.72,1.38,0.48,1.26,2.00,41.70,43.80,45.68,49.02,91.51,90.03,89.39,91.18,90.13,89.53,99.66,150.44,105.36,105.66,101.83,129.81,139.17,30.3,1,2,35.38,0.84,-11.64,49.28,87.18,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:43:33,2,0.49,114.9,13.00,7.41,0.66225,60.00,0.87,43.71,90.07,-999.00,-999.00,0,-10.68,-11.52,-0.73,1.37,0.45,1.24,1.99,41.67,43.79,45.66,49.00,91.52,90.03,89.39,91.18,90.12,89.52,99.66,150.58,105.34,105.62,101.86,129.79,139.19,30.4,1,2,35.24,0.84,-11.56,49.28,87.28,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:44:23,2,0.50,115.0,13.10,7.46,0.66326,60.00,0.86,43.70,90.07,-999.00,-999.00,0,-10.51,-11.46,-0.73,1.36,0.45,1.24,1.98,41.67,43.76,45.68,48.99,91.49,90.01,89.39,91.17,90.15,89.53,99.68,150.46,105.33,105.62,101.78,129.78,139.13,30.4,1,2,35.26,0.86,-11.59,49.28,87.33,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:45:09,2,0.49,114.9,12.90,7.46,0.66432,60.00,0.86,43.69,90.07,-999.00,-999.00,0,-10.61,-11.58,-0.74,1.37,0.45,1.24,1.98,41.67,43.75,45.66,48.97,91.50,90.02,89.36,91.18,90.13,89.52,99.67,150.47,105.32,105.59,101.87,129.75,139.07,30.4,1,2,35.24,0.84,-11.56,49.28,87.28,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:46:03,2,0.50,115.0,13.10,7.46,0.66532,60.00,0.85,43.67,90.06,-999.00,-999.00,0,-10.49,-11.57,-0.73,1.37,0.43,1.21,1.94,41.65,43.73,45.62,48.93,91.51,90.00,89.37,91.18,90.12,89.52,99.66,150.40,105.30,105.57,101.77,129.74,139.04,30.4,1,2,35.26,0.84,-11.60,49.26,87.30,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:46:53,2,0.50,115.0,13.00,7.43,0.66638,60.00,0.85,43.65,90.07,-999.00,-999.00,0,-10.57,-11.62,-0.74,1.37,0.44,1.23,1.96,41.63,43.72,45.61,48.92,91.49,90.02,89.39,91.16,90.12,89.54,99.64,150.46,105.30,105.59,101.81,129.76,139.06,30.4,1,2,35.26,0.84,-11.58,49.18,87.28,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:47:43,2,0.50,115.0,13.00,7.41,0.66739,60.00,0.85,43.65,90.06,-999.00,-999.00,0,-10.48,-11.58,-0.73,1.35,0.43,1.22,1.95,41.61,43.70,45.59,48.91,91.49,90.01,89.37,91.15,90.09,89.52,99.64,150.49,105.28,105.57,101.75,129.77,139.05,30.5,1,2,35.27,0.86,-11.69,49.21,87.29,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
6:48:33,2,0.49,115.0,12.90,7.39,0.66845,60.00,0.85,43.63,90.07,-999.00,-999.00,0,-10.60,-11.65,-0.72,1.34,0.43,1.22,1.95,41.60,43.68,45.57,48.90,91.50,90.02,89.37,91.16,90.11,89.52,99.63,150.47,105.30,105.60,101.84,129.78,139.12,30.5,1,2,35.26,0.86,-11.56,49.15,87.31,38.48,0,80.00,80.00,2.00,75.00,2.00,20.00,-999.00,0,0,1.00,1.00,1.00,0,5.00,5.00,0,16.00,0,34.88,31.46,-2.38,-8.86,33.80,32.00,46.40
